success,task_completion,mission_time,outage_rate,mean_packet,worst_agent_packet,cvar_outage_90,comm_fairness,usv_collision_rate,auv_collision_count,colregs_violation_rate,energy,smoothness,shield_interventions,policy,scenario,seed,num_auvs
0.0,0.6666666666666666,300.0,0.3266666666666666,0.7268397295768535,0.4085347340529053,0.6666666666666669,0.7942848242633566,0.0,0.0,0.0,5560.499999999976,2720.9566079616357,0.0,fixed_auv_ga_pso_tlbo_proxy,survey,21220773,3
1.0,1.0,286.0,0.4032634032634032,0.6168954598157904,0.09162026878208422,0.6666666666666669,0.6840775765225287,0.0,0.0,0.0,7031.3100000000095,2950.0000000000164,0.0,independent_greedy,survey,21220773,3
0.0,0.3333333333333333,300.0,0.38555555555555554,0.7946793015026884,0.6446055085037251,0.6666666666666669,0.7817862956988683,0.0,0.0,0.0,8228.713725476306,3378.249479977525,0.0,communication_aware,survey,21220773,3
0.0,0.3333333333333333,300.0,0.38888888888888884,0.7560258553989141,0.5185747961316803,0.6666666666666669,0.7694264273960363,0.0,0.0,0.0,5683.555395338644,1586.921140345808,638.0,haco_safemarl_pilot_no_acoustic,survey,21220773,3
0.0,0.3333333333333333,300.0,0.49111111111111105,0.7060622778970148,0.49986929867990987,0.6666666666666669,0.6242753233331407,0.0,92.0,0.0,9126.416875437473,2895.0282322239746,0.0,haco_safemarl_pilot_no_shield,survey,21220773,3
0.0,0.3333333333333333,300.0,0.3666666666666666,0.8264199981564291,0.6925371277102066,0.6666666666666669,0.8200321044870749,0.0,0.0,0.0,5518.741207519352,1996.7504886008521,723.0,haco_safemarl_pilot,survey,21220773,3
0.0,0.3333333333333333,300.0,0.34111111111111103,0.7232066047678418,0.6362711071433707,0.6666666666666669,0.8815578032330809,0.0,0.0,0.0,1841.3503980689939,794.5681893560248,768.0,haco_safemarl_mappo,survey,21220773,3
0.0,0.6666666666666666,300.0,0.3177777777777777,0.7399929738542516,0.6097535649345964,0.6666666666666669,0.9018093787229029,0.0,0.0,0.24333333333333335,5560.499999999976,2779.45851752969,0.0,fixed_auv_ga_pso_tlbo_proxy,survey,21230780,3
1.0,1.0,251.0,0.42762284196547135,0.6753894702074135,0.4884670449282807,0.6666666666666667,0.7798432427419852,0.0,0.0,0.43824701195219123,6170.835000000008,2594.8000000000097,0.0,independent_greedy,survey,21230780,3
0.0,0.3333333333333333,300.0,0.3611111111111111,0.8139181106117421,0.7356006255075678,0.6666666666666669,0.8621813675530444,0.0,0.0,0.2833333333333333,8197.3637787285,3279.5785437191644,0.0,communication_aware,survey,21230780,3
0.0,0.6666666666666666,300.0,0.34555555555555556,0.7611449676217797,0.5910286105138229,0.6666666666666669,0.8703596380327592,0.0,0.0,0.3933333333333333,9214.882834682683,2689.5625872995697,459.0,haco_safemarl_pilot_no_acoustic,survey,21230780,3
0.0,0.6666666666666666,300.0,0.3888888888888888,0.717733805572881,0.5350948692777894,0.6666666666666669,0.8611020965985776,0.0,0.0,0.3433333333333333,9220.046698810707,2534.3007507298285,0.0,haco_safemarl_pilot_no_shield,survey,21230780,3
0.0,0.3333333333333333,300.0,0.35999999999999993,0.8246506296660882,0.7452316662170771,0.6666666666666669,0.8625444560282933,0.0,0.0,0.3933333333333333,9124.809935382978,3125.7633897701194,437.0,haco_safemarl_pilot,survey,21230780,3
0.0,0.0,300.0,0.3711111111111111,0.7885422338752517,0.7114118457249902,0.6666666666666669,0.8514897799839617,0.0,0.0,0.07,931.3446642135095,347.24274133663744,420.0,haco_safemarl_mappo,survey,21230780,3
1.0,1.0,295.0,0.6225988700564972,0.5018890350684195,0.31265031614088207,1.0,0.8842282139079125,0.0,0.0,0.030508474576271188,5467.824999999977,2591.206733187862,0.0,fixed_auv_ga_pso_tlbo_proxy,survey,21240787,3
1.0,1.0,225.0,0.5807407407407407,0.5165041662039799,0.16205834014937395,1.0,0.7326710025789581,0.0,0.0,0.4666666666666667,5531.625000000007,2185.4000000000087,0.0,independent_greedy,survey,21240787,3
0.0,0.0,300.0,0.691111111111111,0.6391625589533345,0.5305024922971012,1.0,0.8967950047493379,0.0,0.0,0.0,7890.436796774206,2997.783796664989,0.0,communication_aware,survey,21240787,3
0.0,0.3333333333333333,300.0,0.6722222222222222,0.5601091323056813,0.2896378512585203,1.0,0.83624011381839,0.0,0.0,0.06333333333333334,9100.553074276224,2770.610042933335,649.0,haco_safemarl_pilot_no_acoustic,survey,21240787,3
