success,task_completion,mission_time,outage_rate,mean_packet,worst_agent_packet,cvar_outage_90,comm_fairness,usv_collision_rate,auv_collision_count,colregs_violation_rate,energy,smoothness,shield_interventions,policy,scenario,seed,num_auvs
0.0,0.6666666666666666,300.0,0.27444444444444444,0.7603332569662649,0.5441325572368343,0.6666666666666669,0.9074713706025652,0.0,0.0,0.0,5560.499999999976,2779.9742184879246,0.0,fixed_auv_ga_pso_tlbo_proxy,survey,21160732,3
1.0,1.0,252.0,0.41005291005291,0.6800608513909857,0.3868328227801483,0.6666666666666667,0.7933917258955009,0.0,0.0,0.0,6195.420000000008,2680.4000000000065,0.0,independent_greedy,survey,21160732,3
0.0,0.3333333333333333,300.0,0.33666666666666667,0.7936452330192432,0.7145776751963601,0.6666666666666669,0.8704473017099795,0.0,0.0,0.0,8219.398876356285,3299.4137205636616,0.0,communication_aware,survey,21160732,3
1.0,1.0,277.0,0.21780986762936216,0.7988268590041083,0.6082393404007875,0.6666666666666669,0.9394776280422727,0.0,0.0,0.0,8683.933059971461,2143.6888070224877,275.0,haco_safemarl_pilot_no_acoustic,survey,21160732,3
1.0,1.0,250.0,0.224,0.7817761217065344,0.5540746604218697,0.6666666666666667,0.9402261710808251,0.0,0.0,0.0,7867.150887278002,1842.1700437105335,0.0,haco_safemarl_pilot_no_shield,survey,21160732,3
0.0,0.6666666666666666,300.0,0.2611111111111111,0.8050073975285097,0.6536884393234946,0.6666666666666669,0.925484114502212,0.0,0.0,0.0,9322.761532613882,2459.3119009491484,334.0,haco_safemarl_pilot,survey,21160732,3
0.0,0.0,300.0,0.23555555555555552,0.8307875920726921,0.7223830301183295,0.6555555555555557,0.8907657274691491,0.0,0.0,0.0,847.649887562498,133.321308784023,358.0,haco_safemarl_mappo,survey,21160732,3
0.0,0.6666666666666666,300.0,0.07444444444444442,0.9129890944573872,0.8609330671379049,0.3333333333333334,0.9872266017769358,0.0,50.0,0.0,5560.499999999976,3276.28931687406,0.0,fixed_auv_ga_pso_tlbo_proxy,survey,21170739,3
0.0,1.0,232.0,0.26149425287356326,0.8682750968768056,0.7955808381789864,0.6666666666666666,0.9156494553526313,0.0,40.0,0.0,5703.7200000000075,2776.6000000000067,0.0,independent_greedy,survey,21170739,3
0.0,0.6666666666666666,300.0,0.10777777777777779,0.9070793652399465,0.8607560258004954,0.35555555555555557,0.9733157026664698,0.0,45.0,0.0,8432.703150992358,4042.4459097306913,0.0,communication_aware,survey,21170739,3
1.0,1.0,232.0,0.11637931034482758,0.9026631076148194,0.7931159192345336,0.3333333333333333,0.9664696546747024,0.0,0.0,0.0,7148.300782438258,1902.2572093057354,143.0,haco_safemarl_pilot_no_acoustic,survey,21170739,3
0.0,1.0,225.0,0.14814814814814817,0.8778885670648646,0.7202012123894267,0.3333333333333332,0.9429590016463819,0.0,39.0,0.0,6973.896436048468,1845.4609865006125,0.0,haco_safemarl_pilot_no_shield,survey,21170739,3
1.0,1.0,232.0,0.11637931034482758,0.9069709277017474,0.8064316641398735,0.3333333333333333,0.9664696546747024,0.0,0.0,0.0,7170.056357100865,1905.5167221587399,143.0,haco_safemarl_pilot,survey,21170739,3
