scenario,policy,episodes,success_mean,success_std,task_completion_mean,task_completion_std,outage_rate_mean,outage_rate_std,mean_packet_mean,mean_packet_std,worst_agent_packet_mean,worst_agent_packet_std,cvar_outage_90_mean,cvar_outage_90_std,comm_fairness_mean,comm_fairness_std,usv_collision_rate_mean,usv_collision_rate_std,auv_collision_count_mean,auv_collision_count_std,colregs_violation_rate_mean,colregs_violation_rate_std,energy_mean,energy_std,smoothness_mean,smoothness_std,shield_interventions_mean,shield_interventions_std,mission_time_mean,mission_time_std
acoustic_degradation,communication_aware,50,0.0,0.0,0.19999999999999998,0.2403700850309326,0.9400666666666667,0.0828365667451486,0.6022096311094788,0.09710479038512684,0.5023438710703954,0.13194040032934018,1.0,0.0,0.2005538567907788,0.2238703581632941,0.0026666666666666666,0.008666666666666668,58.18,80.17747563998257,0.044,0.06263119563497624,7795.630073377244,143.56232819282013,3053.1957044504816,238.0749537846422,0.0,0.0,300.0,0.0
acoustic_degradation,fixed_auv_ga_pso_tlbo_proxy,50,0.22,0.4142463035441596,0.7666666666666666,0.2516611478423583,0.9323601948156653,0.08812915782264928,0.4131190283719619,0.14326773362753903,0.2534744223534844,0.15310926551855994,1.0,0.0,0.18304772328016022,0.22141706676513565,0.002844038031763664,0.010847252009074283,47.52,54.08964411049494,0.04217593598065632,0.05884293946577922,5005.9327999999805,843.1436021059218,2390.2771831168598,467.9354671694216,0.0,0.0,270.08,45.489269064252944
acoustic_degradation,haco_safemarl_pilot,50,0.1,0.30000000000000004,0.22666666666666666,0.32957885584822066,0.8503289214519683,0.13714458385106656,0.6500197374039334,0.05309156201408031,0.5600757067177891,0.08880136844556376,0.9797777777777777,0.07001551856200289,0.33647197661977624,0.23260557307156735,0.0029333333333333334,0.011188088904425695,4.24,13.488602596266226,0.03404920634920635,0.05098480027328268,7902.156701806528,1627.4415037749018,2823.7464232366674,591.1011200379241,932.02,136.00698364422323,290.68,31.395184344099654
acoustic_degradation,haco_safemarl_pilot_no_acoustic,50,0.12,0.32496153618543844,0.44666666666666666,0.33072311346166566,0.8489355318401978,0.1303273472087086,0.5168208209888043,0.13134844445846605,0.3499510596743481,0.18149067471426283,0.9758730158730159,0.07687916261080746,0.34893723412932154,0.22378485911375814,0.0026000000000000003,0.008725187040338384,4.88,14.772460864730697,0.03908210316745188,0.05572635414232673,7868.997278853145,1683.0994991851085,2601.6997465724216,647.6618810797169,918.86,148.81478555573705,285.0,38.20889948689965
acoustic_degradation,haco_safemarl_pilot_no_shield,50,0.04,0.19595917942265423,0.43333333333333335,0.37267799624996495,0.9263737943091945,0.09222365984682969,0.4546411447611115,0.11452199916169739,0.32215559822669443,0.1293419170553201,0.9997777777777778,0.0015555555555555654,0.21828894629210188,0.21910133076044902,0.004825287356321839,0.014466155233694364,59.7,77.8686714924558,0.03679726557254873,0.04714379531189746,8406.740506264392,1327.898113649751,2702.7466830737926,573.8943440270893,0.0,0.0,280.64,46.469241439903016
acoustic_degradation,independent_greedy,50,0.36,0.48,0.9666666666666667,0.1,0.9487784937571058,0.07251098960507091,0.33692410160437825,0.113265349136103,0.15057557722640985,0.12894147049264096,1.0,0.0,0.19594234320083023,0.1906580494666303,0.004971664587805757,0.015818571693962287,38.58,42.79630357869707,0.03725870869308204,0.05577150703956008,5581.286700000007,1304.845163505086,2250.2720000000063,670.786931011634,0.0,0.0,227.02,53.074849034170605
acoustic_degradation,mappo_acoustic_no_shield,50,0.0,0.0,0.04666666666666666,0.11566234381931646,0.9562666666666667,0.05780501921903998,0.4009871148120562,0.11483009486966533,0.2211953698679668,0.12274898363544814,1.0,0.0,0.1857822073811761,0.20732160109213105,0.0015333333333333334,0.006153950853810185,57.6,63.89710478574127,0.0332,0.055441500701189535,1064.61797301529,382.13035959897644,70.52864351136769,55.526166152038975,0.0,0.0,300.0,0.0
emergency,communication_aware,50,0.0,0.0,0.39999999999999997,0.29059326290271154,0.7188019115890083,0.20760781975115064,0.6567856019450321,0.09245621913812956,0.5684704691860302,0.12305101973507841,0.9323492063492064,0.14292058203407731,0.5813168818046359,0.23759470794996515,0.005205017921146953,0.015116152148624756,61.02,97.10272704718442,0.031182078853046594,0.052804002826564,7937.67098224142,204.76197514595503,3162.6462077221126,270.968700177785,0.0,0.0,299.58,2.94
emergency,fixed_auv_ga_pso_tlbo_proxy,50,0.3,0.45825756949558394,0.8733333333333333,0.1872609587358419,0.642494193653507,0.21462628722262883,0.5709220272253731,0.14513795510746336,0.4154884483926044,0.17643012038660721,0.8720821018062398,0.16765590730946903,0.5888192369838545,0.23544538244625068,0.004648925848925849,0.01752737727350055,47.8,74.41397718170961,0.035410034768798,0.06289032629514252,4747.184199999982,849.3613140097381,2292.7545495657705,493.2981590723613,0.0,0.0,256.12,45.824726949541116
emergency,haco_safemarl_pilot,50,0.26,0.4386342439892262,0.44,0.373809220503365,0.5358605072260276,0.2435201350103934,0.7155730521724908,0.07021732369659282,0.6213836204568793,0.11040590295740473,0.8148947016201021,0.2303381872473677,0.6944910171247599,0.22262251018999693,0.0026,0.01081747557324618,2.74,6.6537508219048895,0.028690312423658423,0.04595425443368268,7835.7594670169665,1512.5827757026234,2634.7279470086405,728.7767038145461,685.58,243.43763801023044,277.26,41.215924107072986
