scenario,policy,episodes,success_mean,success_std,task_completion_mean,task_completion_std,outage_rate_mean,outage_rate_std,mean_packet_mean,mean_packet_std,worst_agent_packet_mean,worst_agent_packet_std,cvar_outage_90_mean,cvar_outage_90_std,comm_fairness_mean,comm_fairness_std,usv_collision_rate_mean,usv_collision_rate_std,auv_collision_count_mean,auv_collision_count_std,colregs_violation_rate_mean,colregs_violation_rate_std,energy_mean,energy_std,smoothness_mean,smoothness_std,shield_interventions_mean,shield_interventions_std,mission_time_mean,mission_time_std
acoustic_degradation,communication_aware,50,0.0,0.0,0.3,0.2516611478423583,0.9583975087194818,0.07104788241147218,0.6200095704368875,0.08098643831315162,0.5433793133749132,0.11341618387136038,1.0,0.0,0.18410278999042926,0.24206920127952727,6.666666666666667e-05,0.0004666666666666667,50.22,78.7127156182532,0.0122,0.02330102525164457,7662.479077664429,654.2406338264085,2999.5168478740743,300.19405976165143,0.0,0.0,295.1,25.671969149249147
acoustic_degradation,fixed_auv_ga_pso_tlbo_proxy,50,0.22,0.4142463035441596,0.8533333333333333,0.17838784213679537,0.953388026268609,0.076334309984985,0.4348672607667849,0.130991395157479,0.2904385595127977,0.16054534166937942,0.9966666666666667,0.023333333333333327,0.1761922141316377,0.23768332205606887,0.0007333333333333333,0.0051333333333333335,41.76,45.46275838529818,0.00886232717054635,0.02192758921626168,4868.773799999982,885.9996775899796,2411.3005747453417,531.5749537332705,0.0,0.0,262.68,47.80143930887437
acoustic_degradation,haco_safemarl_mappo,50,0.0,0.0,0.03333333333333333,0.09999999999999999,0.6214666666666666,0.2342613756016246,0.7186600394268168,0.051665754953250057,0.6285353933711425,0.1143984414096346,0.902,0.13153772401674801,0.47932728426173393,0.24573810669050045,0.0,0.0,1.6,5.44426303552648,0.007266666666666667,0.023969332257885053,487.86511571975086,377.4294016845842,166.67313170165556,165.22455319330308,909.5,22.53464000156204,300.0,0.0
acoustic_degradation,haco_safemarl_pilot,50,0.12,0.32496153618543844,0.2733333333333333,0.31048349392520047,0.8442769274620425,0.1609155538897858,0.6611114394862136,0.04817743383298884,0.5788081110811959,0.07452652291738447,0.9797086419753086,0.06904935847940012,0.3661351302603609,0.25172805306332197,0.0014666666666666667,0.008567639374089251,3.58,16.144460350225398,0.014895701259227095,0.034995523962952954,8341.002014583286,1305.3625180385277,2944.5742251640945,563.5422211449071,904.4,112.51790968552518,291.0,28.59860136440242
acoustic_degradation,haco_safemarl_pilot_no_acoustic,50,0.34,0.4737087712930804,0.6866666666666666,0.3293765153876167,0.8262343038868155,0.165072184676344,0.5529803753114013,0.11142386815164282,0.3771071172293152,0.16928036663738025,0.9754617283950617,0.07051846474390178,0.37401672433765965,0.2585664599746913,0.0008666666666666667,0.0042588470009825175,3.42,14.197309604287708,0.012624263502594447,0.032216494477236325,8077.334276417553,1415.7328826991804,2499.855646447502,594.306442331395,854.7,142.97597700313156,273.78,41.4532459525186
acoustic_degradation,haco_safemarl_pilot_no_shield,50,0.2,0.4,0.6066666666666667,0.3982740541665026,0.912914692752146,0.09893646585887904,0.48639130851747525,0.11455779753399718,0.3491519452630692,0.1429441768917981,1.0,0.0,0.2814215402991953,0.25403044293624544,0.001656140350877193,0.0072555396948446,35.24,47.369002522746875,0.014757929581789519,0.032186414353163294,7889.398894602971,1386.1433569851408,2458.833011988073,658.2676168990124,0.0,0.0,261.88,50.28424803057116
acoustic_degradation,independent_greedy,50,0.3,0.458257569495584,0.98,0.07916228058025279,0.9611396289799023,0.055381165944722574,0.35086336485220454,0.11291057244450187,0.16658311970874662,0.11900882694624228,1.0,0.0,0.18157020579281102,0.22122141786209307,0.0028256633270543653,0.013293223355094018,33.42,37.370089643992024,0.0173160762683898,0.044852873222922245,5207.103000000006,1182.8527986689655,2137.996000000004,640.3863964701351,0.0,0.0,211.8,48.11278416387894
emergency,communication_aware,50,0.02,0.13999999999999999,0.42,0.30411985941218783,0.7286229390988344,0.19479527210235795,0.6493883244567754,0.07928560717104643,0.5522132906491632,0.12430598845381693,0.9624444444444444,0.12262338205725891,0.6136270395862993,0.2087882786447769,0.0009333333333333333,0.006533333333333334,52.08,65.65602485682483,0.02093333333333333,0.04179335407028783,7825.217976164213,392.31196732042764,3116.4356439786916,285.016629718981,0.0,0.0,295.88,16.587513376030778
emergency,fixed_auv_ga_pso_tlbo_proxy,50,0.24,0.4270831300812525,0.8133333333333334,0.23247461032216926,0.664637212906399,0.20918778745432012,0.5510336137168498,0.13100691138908205,0.385070690565172,0.17936666749536695,0.918,0.15651907941916288,0.610858104187241,0.21802325045437634,0.0031426443202979513,0.013723943282724835,50.24,66.58274851641377,0.021892349123655317,0.04574784585262407,4820.582799999982,924.0015582639172,2378.94133455957,579.7564278229937,0.0,0.0,260.08,49.851716118906076
emergency,haco_safemarl_mappo,50,0.0,0.0,0.04,0.1436043948569201,0.26899999999999996,0.17901020730949296,0.7836470996826892,0.04143520467984842,0.7081285165586882,0.10663584287494429,0.46377777777777784,0.2259007757707511,0.8242240098647493,0.17012200575592026,0.0,0.0,3.2,8.62322445492404,0.021066666666666668,0.05336848841362809,553.0203780613497,343.16717106603744,285.9182277793759,278.36918115218924,653.8,162.98183947912725,300.0,0.0
