scenario,policy,episodes,success_mean,success_std,task_completion_mean,task_completion_std,outage_rate_mean,outage_rate_std,mean_packet_mean,mean_packet_std,worst_agent_packet_mean,worst_agent_packet_std,cvar_outage_90_mean,cvar_outage_90_std,comm_fairness_mean,comm_fairness_std,usv_collision_rate_mean,usv_collision_rate_std,auv_collision_count_mean,auv_collision_count_std,colregs_violation_rate_mean,colregs_violation_rate_std,energy_mean,energy_std,smoothness_mean,smoothness_std,shield_interventions_mean,shield_interventions_std,mission_time_mean,mission_time_std
acoustic_degradation,communication_aware,50,0.0,0.0,0.3,0.2516611478423583,0.9583975087194818,0.07104788241147218,0.6200095704368875,0.08098643831315162,0.5433793133749132,0.11341618387136038,1.0,0.0,0.18410278999042926,0.24206920127952727,6.666666666666667e-05,0.0004666666666666667,50.22,78.71271561825318,0.0122,0.02330102525164457,7662.479077664429,654.2406338264085,2999.5168478740743,300.19405976165143,0.0,0.0,295.1,25.67196914924915
acoustic_degradation,fixed_auv_ga_pso_tlbo_proxy,50,0.22,0.4142463035441596,0.8533333333333333,0.17838784213679537,0.953388026268609,0.076334309984985,0.4348672607667849,0.130991395157479,0.2904385595127977,0.16054534166937942,0.9966666666666667,0.023333333333333327,0.1761922141316377,0.2376833220560689,0.0007333333333333333,0.005133333333333333,41.76,45.46275838529818,0.00886232717054635,0.021927589216261683,4868.773799999982,885.9996775899796,2411.3005747453417,531.5749537332705,0.0,0.0,262.68,47.80143930887437
acoustic_degradation,haco_safemarl_pilot,50,0.12,0.32496153618543844,0.2733333333333333,0.31048349392520047,0.8442769274620425,0.1609155538897858,0.6611114394862136,0.04817743383298884,0.5788081110811959,0.07452652291738447,0.9797086419753086,0.06904935847940012,0.3661351302603609,0.25172805306332197,0.0014666666666666667,0.008567639374089251,3.58,16.1444603502254,0.014895701259227095,0.034995523962952954,8341.002014583286,1305.3625180385277,2944.5742251640945,563.5422211449071,904.4,112.51790968552518,291.0,28.59860136440242
acoustic_degradation,haco_safemarl_pilot_no_acoustic,50,0.34,0.4737087712930804,0.6866666666666666,0.3293765153876167,0.8262343038868155,0.165072184676344,0.5529803753114013,0.11142386815164282,0.3771071172293152,0.16928036663738025,0.9754617283950617,0.07051846474390178,0.37401672433765965,0.2585664599746913,0.0008666666666666667,0.004258847000982517,3.42,14.197309604287707,0.012624263502594447,0.032216494477236325,8077.334276417553,1415.7328826991804,2499.855646447502,594.306442331395,854.7,142.97597700313156,273.78,41.4532459525186
acoustic_degradation,haco_safemarl_pilot_no_shield,50,0.2,0.4,0.6066666666666667,0.3982740541665026,0.912914692752146,0.09893646585887904,0.48639130851747525,0.11455779753399717,0.3491519452630692,0.1429441768917981,1.0,0.0,0.2814215402991953,0.25403044293624544,0.001656140350877193,0.0072555396948446,35.24,47.369002522746875,0.014757929581789519,0.032186414353163294,7889.398894602971,1386.1433569851408,2458.833011988073,658.2676168990124,0.0,0.0,261.88,50.28424803057116
acoustic_degradation,independent_greedy,50,0.3,0.45825756949558394,0.98,0.07916228058025279,0.9611396289799023,0.055381165944722574,0.35086336485220454,0.11291057244450187,0.16658311970874662,0.11900882694624228,1.0,0.0,0.18157020579281102,0.22122141786209307,0.0028256633270543653,0.013293223355094018,33.42,37.370089643992024,0.0173160762683898,0.044852873222922245,5207.103000000006,1182.8527986689655,2137.996000000004,640.3863964701351,0.0,0.0,211.8,48.11278416387894
acoustic_degradation,mappo_acoustic_shield,50,0.0,0.0,0.04,0.1083205120618128,0.7408444444444444,0.21833902282663284,0.6625082408779833,0.0855625119707878,0.5444471469764741,0.14980324887467622,0.9311111111111111,0.1146115285175789,0.3690037351555002,0.25660668447804547,0.0,0.0,2.96,10.097445221440916,0.0184,0.04052565716788426,758.147297062521,371.1480218487014,273.30300577003516,292.2960125060069,919.32,41.80212434793237,300.0,0.0
emergency,communication_aware,50,0.02,0.13999999999999999,0.42,0.30411985941218783,0.7286229390988344,0.19479527210235795,0.6493883244567754,0.07928560717104643,0.5522132906491632,0.12430598845381693,0.9624444444444444,0.12262338205725892,0.6136270395862993,0.2087882786447769,0.0009333333333333333,0.006533333333333334,52.08,65.65602485682483,0.02093333333333333,0.04179335407028783,7825.217976164213,392.31196732042764,3116.4356439786916,285.016629718981,0.0,0.0,295.88,16.587513376030778
emergency,fixed_auv_ga_pso_tlbo_proxy,50,0.24,0.4270831300812525,0.8133333333333334,0.23247461032216926,0.664637212906399,0.2091877874543201,0.5510336137168498,0.13100691138908205,0.385070690565172,0.17936666749536695,0.918,0.15651907941916288,0.610858104187241,0.21802325045437634,0.0031426443202979513,0.013723943282724835,50.24,66.58274851641377,0.021892349123655317,0.04574784585262407,4820.582799999982,924.0015582639172,2378.94133455957,579.7564278229937,0.0,0.0,260.08,49.851716118906076
emergency,haco_safemarl_pilot,50,0.06,0.23748684174075835,0.3466666666666667,0.3263263533472111,0.5592583437755472,0.209875170316316,0.7101339721540296,0.057604647973435626,0.6169714794925139,0.09289879287942356,0.8155162257495591,0.21472892407186592,0.6923737249185038,0.19724053659059657,0.0021333333333333334,0.008557258127850688,6.56,16.94362416958072,0.023333333333333334,0.060695963621974075,8318.993303869445,1105.1393328811894,2879.5206022465113,522.4887430475063,735.7,195.39009698549208,289.8,30.231771367222265
emergency,haco_safemarl_pilot_no_acoustic,50,0.26,0.4386342439892262,0.7,0.27688746209726917,0.5367889205840066,0.20075130565628585,0.6327680122564551,0.10845070160458002,0.4523580749493099,0.19257305647521283,0.7961334077161664,0.21650962424334916,0.7073780296566162,0.1744577298230202,0.0027507656065959953,0.011685921947049639,6.58,17.635294156888907,0.028371948531594172,0.06571401030586208,8082.314269616597,1200.1735456865163,2491.5527879875817,533.5555431487207,694.2,211.25908264498358,278.56,38.190134851817426
emergency,haco_safemarl_pilot_no_shield,50,0.14,0.34698703145794946,0.6666666666666666,0.35276684147527876,0.6876673111420746,0.20184014442817014,0.5585990837536834,0.12522143318348222,0.4050637140864167,0.1593786581897642,0.9139475500345066,0.15424004591902207,0.6101989886449678,0.21657257618045953,0.0024000000000000002,0.009405435780559147,46.5,51.35182567348507,0.022741668730770437,0.059353997362643254,7989.321487132938,1466.354000682638,2396.0125234679917,644.9163511587856,0.0,0.0,262.94,51.7163069060427
emergency,independent_greedy,50,0.3,0.45825756949558394,0.9866666666666667,0.06531972647421809,0.7430371227108243,0.16371435618623317,0.47400186410518635,0.10902158403778785,0.22807118988671732,0.14502513887794619,0.923882795444383,0.13625092431088595,0.5422390770357217,0.16964123088692692,0.005086182883421316,0.020109786612889428,41.46,56.68058221295896,0.02443106130369358,0.06266724507174104,5249.389200000007,1296.5341174586827,2168.708000000005,710.6574625908091,0.0,0.0,213.52,52.73679550370879
emergency,mappo_acoustic_shield,50,0.0,0.0,0.02,0.07916228058025278,0.3097111111111111,0.21704818944927845,0.7697303533907338,0.057075197333854445,0.6941956968582593,0.1082865509503881,0.538,0.24175377740355763,0.8069375597720987,0.18672171692530712,0.0,0.0,1.38,4.668575799962983,0.027533333333333333,0.07916174721557263,765.4829253413517,318.33220744326326,284.9101184989135,213.4798893541278,643.22,162.57604866646255,300.0,0.0
generalization,communication_aware,150,0.05333333333333334,0.2246973272847029,0.41388888888888886,0.2980906316732514,0.5771421261700306,0.23734125327904818,0.7087510788286651,0.08018327424735901,0.585544031498609,0.1473224349734577,0.8309491076972336,0.2838241963784492,0.7601165141483285,0.1760254610479741,0.002481159420289855,0.012942084922330174,129.1,137.44010816837033,0.040003508061290105,0.06229398853946417,8103.273276872022,994.1810304713972,3332.7469602298625,667.509312668065,0.0,0.0,289.94666666666666,30.794758572775912
generalization,fixed_auv_ga_pso_tlbo_proxy,150,0.11333333333333333,0.3169998247458331,0.8280555555555555,0.194917876027474,0.5211869196258636,0.22195163256106126,0.6107109393970385,0.1360936699059068,0.4147373442693306,0.2256426266190912,0.8155341531835493,0.27573386696649427,0.768761518633271,0.16857971560342278,0.003016004728587976,0.011149514606744253,126.62,132.71044520559286,0.04173565731858445,0.06288312111322909,5766.485600000009,1142.9004744237336,3122.8427385683995,964.7648727852837,0.0,0.0,279.26,38.67099343607988
